ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,player_1_won,swap,player_1,player_2,player_1_rank,player_2_rank,player_1_points,player_2_points,player_1_odds,player_2_odds
3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3.0,Thompson J.,Mager G.,52.0,96.0,1084.0,770.0,4.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.4,2.75,1.41,3.13,1.42,3.38,1.38,3.01,0,True,Mager G.,Thompson J.,96.0,52.0,770.0,1084.0,2.75,1.4
3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3.0,Haase R.,Coppejans K.,198.0,178.0,330.0,368.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.68,2.31,1.69,2.42,1.63,2.25,1,False,Haase R.,Coppejans K.,198.0,178.0,330.0,368.0,1.57,2.25
3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3.0,Querrey S.,Laaksonen H.,51.0,136.0,1085.0,492.0,4.0,6.0,7.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.5,2.5,1.53,2.66,1.58,2.66,1.53,2.48,1,False,Querrey S.,Laaksonen H.,51.0,136.0,1085.0,492.0,1.5,2.5
3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3.0,Torpegaard M.,Martinez P.,193.0,87.0,340.0,810.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.39,1.64,2.45,1.65,2.34,1.59,1,False,Torpegaard M.,Martinez P.,193.0,87.0,340.0,810.0,2.25,1.57
3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3.0,Ebden M.,Delbonis F.,320.0,77.0,141.0,851.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,2.75,1.5,2.65,1.45,1,False,Ebden M.,Delbonis F.,320.0,77.0,141.0,851.0,,
3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3.0,Vilella Martinez M.,Hanfmann Y.,188.0,101.0,346.0,736.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.69,1.52,2.75,1.56,2.52,1.51,0,True,Hanfmann Y.,Vilella Martinez M.,101.0,188.0,736.0,346.0,1.53,2.37
3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3.0,Stebe C.M.,Dellien H.,128.0,112.0,534.0,646.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.25,4.35,1.28,4.45,1.24,4.04,0,True,Dellien H.,Stebe C.M.,112.0,128.0,646.0,534.0,4.33,1.2
3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3.0,Stakhovsky S.,Safiullin R.,201.0,182.0,329.0,357.0,6.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,3.0,1.36,3.03,1.43,3.03,1.5,2.86,1.41,1,False,Stakhovsky S.,Safiullin R.,201.0,182.0,329.0,357.0,3.0,1.36
3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3.0,Monteiro T.,Fancutt T.,83.0,562.0,824.0,53.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.16,5.92,1.17,6.25,1.15,5.53,1,False,Monteiro T.,Fancutt T.,83.0,562.0,824.0,53.0,1.14,5.5
3,Melbourne,Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3.0,Van De Zandschulp B.,Schoolkate T.,159.0,844.0,423.0,18.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.39,3.23,1.4,3.3,1.36,3.1,0,True,Schoolkate T.,Van De Zandschulp B.,844.0,159.0,18.0,423.0,3.25,1.33
3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3.0,Sinner J.,Vukic A.,36.0,195.0,1464.0,334.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.16,6.12,1.16,8.1,1.13,5.91,0,True,Vukic A.,Sinner J.,195.0,36.0,334.0,1464.0,5.5,1.14
3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3.0,Caruso S.,Sandgren T.,76.0,50.0,858.0,1088.0,6.0,4.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.8,1.9,1.85,2.05,1.89,2.22,1.8,2.01,0,True,Sandgren T.,Caruso S.,50.0,76.0,1088.0,858.0,1.9,1.8
3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3.0,Bedene A.,Sweeny D.,58.0,797.0,1055.0,22.0,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.13,6.91,1.18,6.91,1.14,5.56,1,False,Bedene A.,Sweeny D.,58.0,797.0,1055.0,22.0,1.14,5.5
3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3.0,Hurkacz H.,Torpegaard M.,29.0,193.0,1735.0,340.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.27,4.17,1.29,4.33,1.25,3.92,0,True,Torpegaard M.,Hurkacz H.,193.0,29.0,340.0,1735.0,4.0,1.22
3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3.0,Kecmanovic M.,Kwon S.W.,42.0,97.0,1328.0,768.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.67,2.32,1.69,2.4,1.63,2.26,0,True,Kwon S.W.,Kecmanovic M.,97.0,42.0,768.0,1328.0,2.37,1.53
3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3.0,Travaglia S.,Querrey S.,71.0,51.0,894.0,1085.0,6.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.66,2.22,1.73,2.4,1.77,2.18,1.68,1,False,Travaglia S.,Querrey S.,71.0,51.0,894.0,1085.0,2.1,1.66
3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3.0,Cuevas P.,Haase R.,70.0,198.0,927.0,330.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.22,1.73,2.4,1.73,2.19,1.67,0,True,Haase R.,Cuevas P.,198.0,70.0,330.0,927.0,1.61,2.2
3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3.0,Thompson J.,Herbert P.H.,52.0,84.0,1084.0,822.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.57,2.25,1.67,2.33,1.74,2.4,1.65,2.22,1,False,Thompson J.,Herbert P.H.,52.0,84.0,1084.0,822.0,1.57,2.25
3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3.0,Monteiro T.,Ebden M.,83.0,320.0,824.0,141.0,6.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.53,2.37,1.66,2.35,1.71,2.88,1.6,2.32,0,True,Ebden M.,Monteiro T.,320.0,83.0,141.0,824.0,2.37,1.53
3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3.0,Van De Zandschulp B.,Majchrzak K.,159.0,109.0,423.0,690.0,6.0,4.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.72,2.26,1.7,2.3,1.77,2.12,1.71,1,False,Van De Zandschulp B.,Majchrzak K.,159.0,109.0,423.0,690.0,2.0,1.72
3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3.0,Opelka R.,Stakhovsky S.,40.0,201.0,1402.0,329.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.34,3.54,1.36,3.6,1.31,3.35,1,False,Opelka R.,Stakhovsky S.,40.0,201.0,1402.0,329.0,1.33,3.25
3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3.0,Bublik A.,O Connell C.,45.0,121.0,1220.0,565.0,7.0,6.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.5,2.5,1.53,2.65,1.57,2.7,1.51,2.53,0,True,O Connell C.,Bublik A.,121.0,45.0,565.0,1220.0,2.5,1.5
3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3.0,Vilella Martinez M.,Basilashvili N.,188.0,39.0,346.0,1405.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.14,1.78,2.37,1.78,2.2,1.66,1,False,Vilella Martinez M.,Basilashvili N.,188.0,39.0,346.0,1405.0,2.25,1.57
3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3.0,Khachanov K.,Purcell M.,20.0,238.0,2245.0,241.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.15,6.16,1.17,6.25,1.13,5.71,0,True,Purcell M.,Khachanov K.,238.0,20.0,241.0,2245.0,5.5,1.14
3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3.0,Alcaraz C.,Goffin D.,146.0,14.0,464.0,2600.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,3.25,1.33,3.55,1.34,3.65,1.5,3.32,1.32,0,True,Goffin D.,Alcaraz C.,14.0,146.0,2600.0,464.0,1.33,3.25
3,Melbourne,Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3.0,Anderson K.,Stebe C.M.,82.0,128.0,825.0,534.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.22,4.79,1.26,4.8,1.2,4.38,1,False,Anderson K.,Stebe C.M.,82.0,128.0,825.0,534.0,1.2,4.33
3,Melbourne,Great Ocean Road Open,2021-02-04,ATP250,Outdoor,Hard,3rd Round,3.0,Thompson J.,Vilella Martinez M.,52.0,188.0,1084.0,346.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.39,3.29,1.39,3.5,1.34,3.23,0,True,Vilella Martinez M.,Thompson J.,188.0,52.0,346.0,1084.0,3.5,1.3
3,Melbourne,Great Ocean Road Open,2021-02-04,ATP250,Outdoor,Hard,3rd Round,3.0,Monteiro T.,Alcaraz C.,83.0,146.0,824.0,464.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,3.2,1.36,3.26,1.39,3.44,1.51,2.97,1.39,0,True,Alcaraz C.,Monteiro T.,146.0,83.0,464.0,824.0,1.36,3.2
3,Melbourne,Great Ocean Road Open,2021-02-04,ATP250,Outdoor,Hard,3rd Round,3.0,Khachanov K.,Anderson K.,20.0,82.0,2245.0,825.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.3,1.61,2.41,1.64,2.57,1.73,2.33,1.6,0,True,Anderson K.,Khachanov K.,82.0,20.0,825.0,2245.0,1.61,2.3
3,Melbourne,Great Ocean Road Open,2021-02-04,ATP250,Outdoor,Hard,3rd Round,3.0,Sinner J.,Bedene A.,36.0,58.0,1464.0,1055.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.3,3.95,1.32,4.2,1.26,3.75,1,False,Sinner J.,Bedene A.,36.0,58.0,1464.0,1055.0,1.25,4.0
3,Melbourne,Great Ocean Road Open,2021-02-04,ATP250,Outdoor,Hard,3rd Round,3.0,Van De Zandschulp B.,Opelka R.,159.0,40.0,423.0,1402.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.0,1.4,2.76,1.51,3.1,1.51,2.73,1.45,0,True,Opelka R.,Van De Zandschulp B.,40.0,159.0,1402.0,423.0,1.4,3.0
3,Melbourne,Great Ocean Road Open,2021-02-04,ATP250,Outdoor,Hard,3rd Round,3.0,Kecmanovic M.,Caruso S.,42.0,76.0,1328.0,858.0,7.0,6.0,5.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,1.44,2.75,1.46,2.96,1.53,2.96,1.44,2.76,0,True,Caruso S.,Kecmanovic M.,76.0,42.0,858.0,1328.0,2.75,1.44
3,Melbourne,Great Ocean Road Open,2021-02-04,ATP250,Outdoor,Hard,3rd Round,3.0,Travaglia S.,Bublik A.,71.0,45.0,894.0,1220.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.24,1.73,2.45,1.73,2.25,1.64,1,False,Travaglia S.,Bublik A.,71.0,45.0,894.0,1220.0,2.2,1.66
3,Melbourne,Great Ocean Road Open,2021-02-05,ATP250,Outdoor,Hard,3rd Round,3.0,Hurkacz H.,Cuevas P.,29.0,70.0,1735.0,927.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.25,4.51,1.27,4.65,1.24,4.03,1,False,Hurkacz H.,Cuevas P.,29.0,70.0,1735.0,927.0,1.22,4.33
3,Melbourne,Great Ocean Road Open,2021-02-05,ATP250,Outdoor,Hard,Quarterfinals,3.0,Monteiro T.,Thompson J.,83.0,52.0,824.0,1084.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.59,1.56,2.75,1.57,2.51,1.51,1,False,Monteiro T.,Thompson J.,83.0,52.0,824.0,1084.0,2.75,1.44
3,Melbourne,Great Ocean Road Open,2021-02-05,ATP250,Outdoor,Hard,Quarterfinals,3.0,Sinner J.,Kecmanovic M.,36.0,42.0,1464.0,1328.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.2,5.09,1.33,5.09,1.27,3.77,0,True,Kecmanovic M.,Sinner J.,42.0,36.0,1328.0,1464.0,3.75,1.28
3,Melbourne,Great Ocean Road Open,2021-02-05,ATP250,Outdoor,Hard,Quarterfinals,3.0,Khachanov K.,Van De Zandschulp B.,20.0,159.0,2245.0,423.0,6.0,7.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,1.3,3.5,1.33,3.62,1.34,4.0,1.29,3.54,0,True,Van De Zandschulp B.,Khachanov K.,159.0,20.0,423.0,2245.0,3.5,1.3
3,Melbourne,Great Ocean Road Open,2021-02-05,ATP250,Outdoor,Hard,Quarterfinals,3.0,Travaglia S.,Hurkacz H.,71.0,29.0,894.0,1735.0,3.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,3.0,1.4,3.08,1.42,3.08,1.44,2.9,1.4,0,True,Hurkacz H.,Travaglia S.,29.0,71.0,1735.0,894.0,1.4,3.0
3,Melbourne,Great Ocean Road Open,2021-02-06,ATP250,Outdoor,Hard,Semifinals,3.0,Travaglia S.,Monteiro T.,71.0,83.0,894.0,824.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.79,2.14,1.83,2.2,1.72,2.12,0,True,Monteiro T.,Travaglia S.,83.0,71.0,824.0,894.0,2.1,1.72
3,Melbourne,Great Ocean Road Open,2021-02-06,ATP250,Outdoor,Hard,Semifinals,3.0,Sinner J.,Khachanov K.,36.0,20.0,1464.0,2245.0,7.0,6.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.44,2.75,1.41,3.15,1.49,3.25,1.41,2.89,1,False,Sinner J.,Khachanov K.,36.0,20.0,1464.0,2245.0,1.44,2.75
3,Melbourne,Great Ocean Road Open,2021-02-07,ATP250,Outdoor,Hard,The Final,3.0,Sinner J.,Travaglia S.,36.0,71.0,1464.0,894.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.22,4.88,1.27,4.88,1.23,4.21,1,False,Sinner J.,Travaglia S.,36.0,71.0,1464.0,894.0,1.25,4.0
4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3.0,Moutet C.,Tiafoe F.,80.0,62.0,838.0,1005.0,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.36,3.13,1.41,3.2,1.44,2.93,1.39,0,True,Tiafoe F.,Moutet C.,62.0,80.0,1005.0,838.0,1.36,3.0
4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3.0,Gerasimov E.,Harris L.,78.0,91.0,840.0,793.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.8,1.9,2.21,1.74,2.21,1.91,2.09,1.74,0,True,Harris L.,Gerasimov E.,91.0,78.0,793.0,840.0,1.9,1.8
4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3.0,Paul T.,Norrie C.,53.0,67.0,1080.0,935.0,4.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.57,2.25,1.76,2.16,1.8,2.38,1.7,2.14,0,True,Norrie C.,Paul T.,67.0,53.0,935.0,1080.0,2.25,1.57
4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3.0,Mcdonald M.,Gasquet R.,194.0,48.0,335.0,1155.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.74,1.51,2.8,1.56,2.65,1.47,1,False,Mcdonald M.,Gasquet R.,194.0,48.0,335.0,1155.0,2.62,1.44
4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3.0,Coria F.,Albot R.,92.0,85.0,783.0,817.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.5,1.28,3.87,1.3,3.95,1.34,3.55,1.29,1,False,Coria F.,Albot R.,92.0,85.0,783.0,817.0,3.5,1.28
4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3.0,Kubler J.,Sonego L.,265.0,34.0,210.0,1588.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.36,3.02,1.43,3.07,1.47,2.92,1.4,0,True,Sonego L.,Kubler J.,34.0,265.0,1588.0,210.0,1.36,3.0
4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3.0,Fucsovics M.,Cecchinato M.,55.0,79.0,1072.0,838.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.19,5.38,1.2,5.75,1.16,5.03,1,False,Fucsovics M.,Cecchinato M.,55.0,79.0,1072.0,838.0,1.14,5.5
4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3.0,Sousa P.,Tu L.,108.0,,698.0,,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.61,1.55,2.8,1.59,2.55,1.5,0,True,Tu L.,Sousa P.,,108.0,,698.0,1.4,2.75
4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3.0,Ramos-Vinolas A.,Mott B.,46.0,481.0,1210.0,74.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.49,2.79,1.5,3.1,1.42,2.83,1,False,Ramos-Vinolas A.,Mott B.,46.0,481.0,1210.0,74.0,1.36,3.0
4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3.0,Bolt A.,Kokkinakis T.,174.0,266.0,380.0,209.0,2.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,3.25,1.33,2.92,1.46,3.3,1.47,2.89,1.41,0,True,Kokkinakis T.,Bolt A.,266.0,174.0,209.0,380.0,1.33,3.25
4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3.0,Berankis R.,Nagal S.,72.0,139.0,889.0,480.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.34,3.54,1.37,3.8,1.29,3.52,0,True,Nagal S.,Berankis R.,139.0,72.0,480.0,889.0,3.5,1.28
4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3.0,Chardy J.,Cilic M.,66.0,43.0,950.0,1325.0,2.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,2.1,1.66,2.31,1.68,2.45,1.72,2.25,1.63,1,False,Chardy J.,Cilic M.,66.0,43.0,950.0,1325.0,2.1,1.66
4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3.0,Bourchier H.,Polmans M.,324.0,125.0,138.0,546.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.62,1.44,3.05,1.42,3.05,1.5,2.78,1.43,0,True,Polmans M.,Bourchier H.,125.0,324.0,546.0,138.0,1.44,2.62
4,Melbourne,Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3.0,Mannarino A.,Ymer M.,35.0,95.0,1561.0,775.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.53,2.67,1.53,3.0,1.44,2.74,0,True,Ymer M.,Mannarino A.,95.0,35.0,775.0,1561.0,2.75,1.4
4,Melbourne,Murray River Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3.0,Giron M.,Mmoh M.,73.0,177.0,884.0,368.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.2,1.74,2.25,1.85,2.11,1.73,0,True,Mmoh M.,Giron M.,177.0,73.0,368.0,884.0,1.66,2.1
4,Melbourne,Murray River Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3.0,Duckworth J.,Machac T.,105.0,197.0,709.0,333.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.52,1.58,2.65,1.67,2.42,1.56,0,True,Machac T.,Duckworth J.,197.0,105.0,333.0,709.0,1.53,2.37
4,Melbourne,Murray River Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3.0,Kukushkin M.,Londero J.I.,90.0,81.0,796.0,832.0,4.0,6.0,7.0,5.0,6.0,2.0,,,,,2.0,1.0,Completed,1.44,2.62,1.49,2.79,1.67,2.8,1.48,2.64,1,False,Kukushkin M.,Londero J.I.,90.0,81.0,796.0,832.0,1.44,2.62
4,Melbourne,Murray River Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3.0,Popyrin A.,Gojo B.,114.0,226.0,631.0,258.0,6.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.61,2.2,1.68,2.31,1.69,2.38,1.62,2.27,1,False,Popyrin A.,Gojo B.,114.0,226.0,631.0,258.0,1.61,2.2
4,Melbourne,Murray River Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3.0,Sugita Y.,Halys Q.,104.0,206.0,721.0,310.0,3.0,6.0,7.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.25,1.57,2.45,1.61,3.75,1.73,2.45,1.56,0,True,Halys Q.,Sugita Y.,206.0,104.0,310.0,721.0,1.57,2.25
4,Melbourne,Murray River Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3.0,Vesely J.,Ferreira Silva F.,69.0,184.0,928.0,356.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.54,2.62,1.56,2.65,1.5,2.55,0,True,Ferreira Silva F.,Vesely J.,184.0,69.0,356.0,928.0,2.62,1.44
4,Melbourne,Murray River Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3.0,Kyrgios N.,Muller A.,47.0,209.0,1170.0,305.0,3.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.11,6.5,1.15,6.22,1.17,6.5,1.13,5.68,1,False,Kyrgios N.,Muller A.,47.0,209.0,1170.0,305.0,1.11,6.5
4,Melbourne,Murray River Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3.0,Harris A.,Daniel T.,232.0,117.0,251.0,591.0,5.0,7.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,3.25,1.33,3.11,1.41,3.25,1.43,2.97,1.39,1,False,Harris A.,Daniel T.,232.0,117.0,251.0,591.0,3.25,1.33
4,Melbourne,Murray River Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3.0,Simon G.,Ymer E.,64.0,204.0,990.0,314.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.47,2.86,1.48,3.0,1.42,2.81,1,False,Simon G.,Ymer E.,64.0,204.0,990.0,314.0,1.36,3.0
4,Melbourne,Murray River Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3.0,Ruusuvuori E.,Troicki V.,86.0,202.0,816.0,326.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.31,3.75,1.33,3.75,1.3,3.45,1,False,Ruusuvuori E.,Troicki V.,86.0,202.0,816.0,326.0,1.28,3.5
4,Melbourne,Murray River Open,2021-02-02,ATP250,Outdoor,Hard,2nd Round,3.0,Berankis R.,Kubler J.,72.0,265.0,889.0,210.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.56,2.57,1.56,2.8,1.48,2.62,0,True,Kubler J.,Berankis R.,265.0,72.0,210.0,889.0,2.62,1.44
4,Melbourne,Murray River Open,2021-02-02,ATP250,Outdoor,Hard,2nd Round,3.0,Gerasimov E.,Fucsovics M.,78.0,55.0,840.0,1072.0,6.0,3.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.5,2.48,1.6,2.6,1.6,1.46,1.54,1,False,Gerasimov E.,Fucsovics M.,78.0,55.0,840.0,1072.0,2.5,1.5
4,Melbourne,Murray River Open,2021-02-02,ATP250,Outdoor,Hard,2nd Round,3.0,Giron M.,Mannarino A.,73.0,35.0,884.0,1561.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.2,1.74,2.25,1.85,2.11,1.73,1,False,Giron M.,Mannarino A.,73.0,35.0,884.0,1561.0,2.1,1.66
4,Melbourne,Murray River Open,2021-02-02,ATP250,Outdoor,Hard,2nd Round,3.0,Evans D.,Sousa P.,33.0,108.0,1589.0,698.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.17,5.71,1.19,5.85,1.15,5.3,0,True,Sousa P.,Evans D.,108.0,33.0,698.0,1589.0,5.5,1.14
4,Melbourne,Murray River Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3.0,Bolt A.,Mcdonald M.,174.0,194.0,380.0,335.0,6.0,4.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,3.0,1.36,3.29,1.38,3.4,1.4,3.1,1.36,0,True,Mcdonald M.,Bolt A.,194.0,174.0,335.0,380.0,1.36,3.0
4,Melbourne,Murray River Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3.0,Popyrin A.,Paul T.,114.0,53.0,631.0,1080.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.62,1.54,3.0,1.56,2.6,1.49,1,False,Popyrin A.,Paul T.,114.0,53.0,631.0,1080.0,2.75,1.4
